age,agechild,citistat,female,married,ownchild,wbhaom,gradeatn,cow1,ftptstat,statefips,hoursut,faminc,mind16,mocc10
67,No own children under 18 years of age,"Native, born in US",Female,Not married,0,Multiple races,7th-8th grade,Government - Local,"FT hours (35+), usually FT",AZ,14,"$25,000 - $29,999",Retail trade,Agriculture
39,All own children 14-17 years of age,"Foreign born, naturalized US citizen",Female,Married,7,White,12th grade-no diploma,Government - Local,"FT hours, usually PT for non-economic",MI,120,"$50,000 - $74,999",Construction,Office and admin
73,Own children 6-13 and 14-17 years of age (none 0-5),"Native, born in Puerto Rico or other US island areas",Male,Married,3,White,9th grade,"Self-employed, incorporated","PT for non-economic reasons, usually FT",MI,9,"$35,000 - $39,999",Communications and utilities,"Operators, fabricators and laborers"
43,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Native, born in US",Male,Married,13,Asian,Master's degree,Government - Local,"PT for economic reasons, usually FT",CA,196,"$25,000 - $29,999","Medical, except hospital",Managers and professionals
36,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born abroad with American parent(s)",Male,Married,7,Hispanic,10th grade,Government - State,Unemployed PT,PA,126,"$5,000 - $7,499",Construction,Agriculture
74,All own children 14-17 years of age,"Foreign born, not a US citizen",Male,Not married,2,White,11th grade,"Private, nonprofit",Unemployed PT,NC,85,"$100,000 - $149,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Precision production, craft and repair"
18,Own children from all age groups,"Native, born abroad with American parent(s)",Female,Married,8,Native American,7th-8th grade,"Self-employed, incorporated",Unemployed FT,MD,44,"$20,000 - $24,999",Communications and utilities,Personal care and personal services
74,Own children from all age groups,"Native, born in US",Male,Not married,1,White,7th-8th grade,Government - State,"Not at work, usually part-time",CT,7,"$100,000 - $149,999",Social Services,"Precision production, craft and repair"
45,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born abroad with American parent(s)",Female,Married,12,White,1st-4th grade,"Self-employed, incorporated","PT hrs, usually PT for economic reasons",NM,49,"$30,000 - $34,999",Social Services,Agriculture
50,"Own children 0-2, 6-13, and 14-17 years of age (none 3-5)","Native, born in Puerto Rico or other US island areas",Male,Married,0,Asian,Some college but no degree,Without pay,"PT for economic reasons, usually FT",RI,14,"$40,000 - $49,999",Communications and utilities,Agriculture
49,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Foreign born, naturalized US citizen",Female,Not married,1,Native American,Professional school,Government - State,"Not at work, usually FT",DC,120,"$12,500 - $14,999","Agriculture, mining, forestry and fisheries",Managers and professionals
58,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born in US",Female,Not married,12,Multiple races,Bachelor's degree,Government - Local,"PT hrs, usually PT for economic reasons",UT,180,"$150,000+",Public administration,Agriculture
49,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Foreign born, not a US citizen",Female,Not married,8,White,Less than 1st grade,"Private, nonprofit","Not at work, usually FT",MS,46,"$50,000 - $74,999","Agriculture, mining, forestry and fisheries","Precision production, craft and repair"
21,"Own children 0-2, 6-13, and 14-17 years of age (none 3-5)","Foreign born, not a US citizen",Female,Married,10,Black,11th grade,Without pay,"Not at work, usually part-time",IL,191,"$150,000+",Wholesale trade,Personal care and personal services
48,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in US",Female,Not married,0,Multiple races,"HS graduate, GED","Private, for profit","FT hours, usually PT for non-economic",GA,79,"$20,000 - $24,999","Agriculture, mining, forestry and fisheries",Agriculture
57,"Own children 0-2, 6-13, and 14-17 years of age (none 3-5)","Foreign born, naturalized US citizen",Male,Married,9,Hispanic,Doctorate,Government - State,"FT hours, usually PT for economic reasons",PA,136,"$5,000 - $7,499",Wholesale trade,Agriculture
57,All own children 6-13 years of age,"Native, born in US",Male,Married,11,Multiple races,11th grade,Government - Local,"PT for economic reasons, usually FT",SD,186,"$12,500 - $14,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Office and admin
78,Own children 0-2 and 3-5 years of age (none 6-17),"Native, born in Puerto Rico or other US island areas",Male,Married,12,Black,10th grade,Without pay,Unemployed FT,OH,184,"$50,000 - $74,999",Wholesale trade,Services
34,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Native, born in Puerto Rico or other US island areas",Male,Not married,10,Native American,Associate degree-occupational/vocational,"Private, for profit","PT for non-economic reasons, usually FT",AL,67,"$25,000 - $29,999","Manufacturing, nondurable goods",Sales
42,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Native, born abroad with American parent(s)",Male,Not married,13,White,5th-6th grade,"Private, nonprofit",Unemployed PT,DE,87,"$35,000 - $39,999",Public administration,"Precision production, craft and repair"
57,All own children 14-17 years of age,"Foreign born, not a US citizen",Male,Married,7,Hispanic,Associate degree-occupational/vocational,Government - Federal,"Not at work, usually part-time",TN,142,"$75,000 - $99,999",Communications and utilities,Services
60,All own children 6-13 years of age,"Native, born in US",Male,Not married,6,White,Doctorate,Government - Local,"Not at work, usually FT",OK,68,"$15,000 - $19,999",Entertainment and recreation,"Operators, fabricators and laborers"
61,All own children 0-2 years of age,"Native, born in Puerto Rico or other US island areas",Female,Not married,8,Native American,10th grade,"Private, nonprofit","FT hours, usually PT for economic reasons",AK,29,"$5,000 - $7,499",Entertainment and recreation,"Precision production, craft and repair"
66,"Own children 0-2, 6-13, and 14-17 years of age (none 3-5)","Foreign born, not a US citizen",Female,Married,6,Black,Some college but no degree,"Private, nonprofit",Unemployed FT,NY,113,"$20,000 - $24,999","Personal services, including private household",Personal care and personal services
45,All own children 0-2 years of age,"Foreign born, not a US citizen",Female,Married,12,Multiple races,7th-8th grade,Government - Local,"FT hours (35+), usually FT",MD,142,"$30,000 - $34,999",Communications and utilities,Personal care and personal services
61,All own children 6-13 years of age,"Native, born in US",Female,Married,5,White,9th grade,"Private, for profit",Not in labor force,MT,59,"$35,000 - $39,999","Manufacturing, durable goods",Protective service
68,Own children from all age groups,"Native, born in Puerto Rico or other US island areas",Female,Married,0,White,1st-4th grade,"Private, nonprofit","PT hrs, usually PT for non-economic reasons",OR,92,"$150,000+","Agriculture, mining, forestry and fisheries",Technicians
42,No own children under 18 years of age,"Native, born in US",Female,Married,11,White,Doctorate,Without pay,"PT hrs, usually PT for economic reasons",CT,101,"$5,000 - $7,499",Wholesale trade,Personal care and personal services
48,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Native, born in US",Male,Not married,7,Native American,5th-6th grade,Government - Local,"Not at work, usually FT",IN,19,"$35,000 - $39,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Agriculture
48,All own children 0-2 years of age,"Native, born abroad with American parent(s)",Female,Not married,11,Hispanic,Associate degree-occupational/vocational,"Private, nonprofit","Not at work, usually FT",TN,81,"$12,500 - $14,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Agriculture
21,Own children 6-13 and 14-17 years of age (none 0-5),"Native, born in Puerto Rico or other US island areas",Female,Married,2,Multiple races,Less than 1st grade,Without pay,"PT for economic reasons, usually FT",NJ,160,"$5,000 - $7,499",Hospital,Protective service
18,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Native, born abroad with American parent(s)",Male,Not married,5,Hispanic,Associate degree-occupational/vocational,Government - Federal,"FT hours (35+), usually FT",KY,184,"$12,500 - $14,999",Communications and utilities,"Precision production, craft and repair"
47,Own children 6-13 and 14-17 years of age (none 0-5),"Native, born in US",Male,Not married,11,Asian,1st-4th grade,Government - Local,"FT hours (35+), usually FT",CO,20,"$10,000 - $12,499",Social Services,Personal care and personal services
35,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Foreign born, naturalized US citizen",Male,Not married,13,White,Some college but no degree,Government - Local,"FT hours, usually PT for non-economic",NE,172,"$40,000 - $49,999","Manufacturing, durable goods",Protective service
73,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born in US",Male,Married,1,Multiple races,7th-8th grade,"Self-employed, unincorporated","Not at work, usually FT",NV,166,"$25,000 - $29,999",Public administration,Managers and professionals
63,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Native, born abroad with American parent(s)",Male,Married,3,Black,Bachelor's degree,Government - Local,"Not at work, usually part-time",WA,56,"$12,500 - $14,999",Hospital,Technicians
46,No own children under 18 years of age,"Native, born abroad with American parent(s)",Female,Not married,2,Black,10th grade,Government - Federal,"Not at work, usually part-time",ND,73,"$40,000 - $49,999",Hospital,Technicians
80,All own children 3-5 years of age,"Native, born in US",Female,Not married,10,Black,Associate degree-occupational/vocational,Government - Federal,"PT hrs, usually PT for economic reasons",MO,180,"$5,000 - $7,499","Manufacturing, durable goods",Office and admin
48,Own children 0-2 and 3-5 years of age (none 6-17),"Foreign born, not a US citizen",Female,Married,1,Native American,Associate degree-occupational/vocational,Government - State,Unemployed FT,DE,122,"$100,000 - $149,999",Entertainment and recreation,Managers and professionals
25,Own children 0-2 and 14-17 years of age (none 3-13),"Foreign born, not a US citizen",Male,Married,13,White,Less than 1st grade,"Private, nonprofit","FT hours, usually PT for economic reasons",WV,141,"Less than $5,000","Agriculture, mining, forestry and fisheries",Technicians
20,All own children 3-5 years of age,"Native, born in US",Female,Not married,13,Multiple races,12th grade-no diploma,"Self-employed, incorporated","PT hrs, usually PT for non-economic reasons",MT,47,"$10,000 - $12,499",Entertainment and recreation,Services
20,All own children 3-5 years of age,"Native, born abroad with American parent(s)",Male,Married,12,White,10th grade,"Self-employed, incorporated",Unemployed FT,SC,167,"$7,500 - $9,999","Personal services, including private household",Services
73,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born in Puerto Rico or other US island areas",Male,Not married,9,Hispanic,Associate degree-academic program,Government - Federal,Not in labor force,SD,153,"$20,000 - $24,999","Agriculture, mining, forestry and fisheries",Technicians
75,All own children 6-13 years of age,"Native, born in US",Female,Not married,4,Multiple races,Bachelor's degree,"Private, for profit","FT hours (35+), usually FT",WI,121,"$7,500 - $9,999",Transportation,Office and admin
33,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Native, born in US",Male,Not married,6,Native American,10th grade,"Private, for profit",Unemployed PT,MO,14,"$35,000 - $39,999","Personal services, including private household","Operators, fabricators and laborers"
78,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in Puerto Rico or other US island areas",Female,Married,11,White,11th grade,"Private, nonprofit","FT hours, usually PT for economic reasons",FL,60,"$30,000 - $34,999","Manufacturing, nondurable goods",Technicians
73,All own children 14-17 years of age,"Foreign born, naturalized US citizen",Male,Not married,7,Native American,10th grade,Government - State,"FT hours, usually PT for economic reasons",NC,134,"$50,000 - $74,999","Manufacturing, durable goods",Office and admin
24,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born abroad with American parent(s)",Male,Married,7,Hispanic,Doctorate,Government - Local,"PT for non-economic reasons, usually FT",WY,37,"$150,000+",Public administration,Agriculture
61,All own children 3-5 years of age,"Foreign born, not a US citizen",Male,Married,7,Asian,5th-6th grade,"Private, for profit",Unemployed PT,WV,83,"Less than $5,000",Educational,Agriculture
27,No own children under 18 years of age,"Foreign born, not a US citizen",Female,Married,5,Black,11th grade,"Private, nonprofit","Not at work, usually part-time",AK,57,"$35,000 - $39,999","Agriculture, mining, forestry and fisheries",Personal care and personal services
18,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Foreign born, not a US citizen",Male,Married,6,Asian,Some college but no degree,Government - State,"PT for non-economic reasons, usually FT",LA,135,"$12,500 - $14,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Protective service
67,All own children 6-13 years of age,"Foreign born, not a US citizen",Female,Not married,0,Hispanic,Some college but no degree,"Private, nonprofit","PT hrs, usually PT for non-economic reasons",NY,15,"$100,000 - $149,999","Agriculture, mining, forestry and fisheries",Services
61,All own children 0-2 years of age,"Foreign born, naturalized US citizen",Female,Not married,0,Asian,1st-4th grade,"Private, nonprofit","PT hrs, usually PT for economic reasons",UT,157,"$30,000 - $34,999","Personal services, including private household",Managers and professionals
39,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in US",Female,Married,2,Native American,Doctorate,"Private, nonprofit","FT hours, usually PT for non-economic",KY,128,"$150,000+","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Sales
77,Own children 0-2 and 14-17 years of age (none 3-13),"Foreign born, naturalized US citizen",Female,Not married,11,Hispanic,Professional school,"Self-employed, unincorporated",Not in labor force,OR,56,"$15,000 - $19,999",Wholesale trade,Technicians
40,All own children 3-5 years of age,"Foreign born, not a US citizen",Female,Married,10,Multiple races,Bachelor's degree,Government - Local,"Not at work, usually part-time",PA,113,"$50,000 - $74,999","Personal services, including private household",Managers and professionals
41,All own children 3-5 years of age,"Native, born in US",Male,Not married,11,White,Master's degree,"Private, nonprofit","Not at work, usually FT",WV,134,"$10,000 - $12,499","Manufacturing, durable goods",Managers and professionals
45,No own children under 18 years of age,"Native, born abroad with American parent(s)",Female,Not married,12,Multiple races,7th-8th grade,Government - Local,"FT hours, usually PT for non-economic",AK,125,"$7,500 - $9,999","Personal services, including private household","Operators, fabricators and laborers"
48,Own children from all age groups,"Native, born in US",Female,Not married,2,White,Professional school,"Private, for profit","FT hours, usually PT for non-economic",LA,157,"$25,000 - $29,999",Transportation,"Precision production, craft and repair"
61,No own children under 18 years of age,"Foreign born, not a US citizen",Female,Not married,3,Native American,Less than 1st grade,Government - Local,"PT hrs, usually PT for non-economic reasons",AL,83,"$10,000 - $12,499",Transportation,Agriculture
54,All own children 3-5 years of age,"Native, born abroad with American parent(s)",Female,Not married,11,Hispanic,Professional school,"Self-employed, unincorporated","Not at work, usually part-time",ND,45,"$30,000 - $34,999","Manufacturing, nondurable goods",Office and admin
35,All own children 6-13 years of age,"Native, born in US",Female,Not married,11,Black,10th grade,"Self-employed, unincorporated",Unemployed FT,SD,195,"Less than $5,000","Manufacturing, durable goods",Technicians
27,No own children under 18 years of age,"Native, born in US",Female,Married,11,Hispanic,Doctorate,"Private, for profit","Not at work, usually part-time",DC,39,"$10,000 - $12,499",Communications and utilities,Personal care and personal services
32,All own children 6-13 years of age,"Native, born in US",Male,Married,11,Multiple races,Master's degree,"Self-employed, unincorporated","PT for economic reasons, usually FT",OK,117,"$10,000 - $12,499",Construction,Managers and professionals
54,All own children 0-2 years of age,"Foreign born, not a US citizen",Female,Married,0,Black,Associate degree-occupational/vocational,"Private, nonprofit","PT for economic reasons, usually FT",ND,71,"$30,000 - $34,999",Construction,Managers and professionals
41,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Foreign born, not a US citizen",Female,Not married,0,Hispanic,Doctorate,"Self-employed, unincorporated","Not at work, usually FT",PA,102,"$5,000 - $7,499","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Agriculture
68,All own children 0-2 years of age,"Native, born in Puerto Rico or other US island areas",Female,Not married,9,White,Less than 1st grade,"Self-employed, incorporated","PT hrs, usually PT for economic reasons",IA,120,"$40,000 - $49,999","Agriculture, mining, forestry and fisheries","Operators, fabricators and laborers"
23,No own children under 18 years of age,"Native, born in US",Male,Married,7,Native American,5th-6th grade,"Private, nonprofit","PT hrs, usually PT for economic reasons",ID,132,"$7,500 - $9,999",Hospital,"Precision production, craft and repair"
58,Own children from all age groups,"Native, born in Puerto Rico or other US island areas",Male,Married,4,Black,Less than 1st grade,"Self-employed, unincorporated","FT hours, usually PT for economic reasons",KY,128,"$40,000 - $49,999","Manufacturing, durable goods","Operators, fabricators and laborers"
37,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in US",Male,Not married,11,Multiple races,Bachelor's degree,Without pay,Unemployed PT,KY,74,"$10,000 - $12,499","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Managers and professionals
40,Own children 0-2 and 14-17 years of age (none 3-13),"Foreign born, naturalized US citizen",Male,Not married,11,Asian,9th grade,"Private, for profit","FT hours (35+), usually FT",ME,20,"$12,500 - $14,999",Wholesale trade,Technicians
28,No own children under 18 years of age,"Native, born abroad with American parent(s)",Male,Married,11,Asian,"HS graduate, GED",Government - Local,"FT hours, usually PT for economic reasons",FL,27,"$50,000 - $74,999",Construction,Protective service
73,Own children 0-2 and 3-5 years of age (none 6-17),"Foreign born, not a US citizen",Male,Married,6,Hispanic,Master's degree,Government - Federal,"FT hours, usually PT for non-economic",NV,93,"$12,500 - $14,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Managers and professionals
35,Own children from all age groups,"Native, born in US",Female,Married,8,Multiple races,Master's degree,Government - Federal,"FT hours, usually PT for non-economic",RI,45,"$150,000+","Manufacturing, nondurable goods",Technicians
34,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Native, born in US",Male,Married,12,Asian,"HS graduate, GED","Private, for profit","PT hrs, usually PT for economic reasons",MD,77,"$10,000 - $12,499",Hospital,Protective service
34,Own children 0-2 and 3-5 years of age (none 6-17),"Foreign born, naturalized US citizen",Female,Not married,13,White,Associate degree-academic program,"Private, for profit",Not in labor force,AL,14,"$35,000 - $39,999","Medical, except hospital","Operators, fabricators and laborers"
80,Own children 6-13 and 14-17 years of age (none 0-5),"Native, born in Puerto Rico or other US island areas",Female,Not married,11,White,Associate degree-occupational/vocational,Government - Local,"FT hours (35+), usually FT",MO,108,"$50,000 - $74,999",Communications and utilities,Services
69,"Own children 0-2, 6-13, and 14-17 years of age (none 3-5)","Foreign born, not a US citizen",Female,Married,3,Asian,"HS graduate, GED","Private, for profit","PT hrs, usually PT for non-economic reasons",NY,46,"Less than $5,000",Wholesale trade,Services
53,Own children 6-13 and 14-17 years of age (none 0-5),"Foreign born, not a US citizen",Male,Married,7,Asian,Master's degree,Government - Local,Unemployed PT,CO,14,"$100,000 - $149,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Protective service
43,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Native, born abroad with American parent(s)",Female,Not married,4,Black,Bachelor's degree,"Self-employed, unincorporated","Not at work, usually part-time",NE,130,"$35,000 - $39,999",Retail trade,Personal care and personal services
61,All own children 3-5 years of age,"Foreign born, not a US citizen",Male,Married,8,Asian,"HS graduate, GED",Government - Federal,"FT hours, usually PT for economic reasons",MD,69,"$5,000 - $7,499",Wholesale trade,Technicians
20,Own children from all age groups,"Foreign born, not a US citizen",Male,Married,13,White,7th-8th grade,Government - Local,"PT for economic reasons, usually FT",KY,89,"$150,000+",Retail trade,Sales
67,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Foreign born, not a US citizen",Male,Not married,13,White,Less than 1st grade,"Private, nonprofit","PT hrs, usually PT for non-economic reasons",MT,20,"$5,000 - $7,499",Hospital,Sales
45,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born in US",Male,Not married,0,Multiple races,Associate degree-occupational/vocational,Government - Local,"PT for economic reasons, usually FT",UT,184,"$30,000 - $34,999",Communications and utilities,Protective service
72,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Native, born in US",Male,Married,7,Multiple races,7th-8th grade,Government - Local,"PT for non-economic reasons, usually FT",IN,111,"$20,000 - $24,999",Retail trade,Protective service
78,Own children 3-5 and 6-13 years of age (none 0-2 or 14-17),"Native, born in US",Female,Not married,2,Black,11th grade,"Private, nonprofit","PT hrs, usually PT for economic reasons",IL,11,"$35,000 - $39,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Office and admin
32,Own children 0-2 and 14-17 years of age (none 3-13),"Foreign born, naturalized US citizen",Male,Not married,0,Multiple races,Master's degree,"Private, nonprofit","FT hours, usually PT for non-economic",ID,196,"$40,000 - $49,999","Medical, except hospital","Operators, fabricators and laborers"
68,"Own children 0-2, 6-13, and 14-17 years of age (none 3-5)","Native, born in US",Male,Married,6,Black,Associate degree-academic program,"Self-employed, incorporated","FT hours, usually PT for non-economic",AZ,110,"$50,000 - $74,999",Hospital,Personal care and personal services
46,All own children 3-5 years of age,"Foreign born, not a US citizen",Male,Not married,0,Asian,Less than 1st grade,Government - Local,"FT hours, usually PT for economic reasons",SC,9,"$50,000 - $74,999","Manufacturing, nondurable goods",Agriculture
37,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Foreign born, naturalized US citizen",Male,Married,9,Multiple races,Associate degree-occupational/vocational,Government - Federal,"FT hours (35+), usually FT",IN,142,"$12,500 - $14,999",Hospital,Managers and professionals
48,"Own children 3-5, 6-13, and 14-17 years of age (none 0-2)","Native, born in US",Female,Not married,13,Hispanic,Some college but no degree,"Private, for profit","PT hrs, usually PT for non-economic reasons",IA,149,"$150,000+",Communications and utilities,Services
31,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born in Puerto Rico or other US island areas",Female,Not married,11,Multiple races,7th-8th grade,Government - State,"PT for non-economic reasons, usually FT",NH,186,"$30,000 - $34,999","Agriculture, mining, forestry and fisheries",Technicians
37,Own children 0-2 and 3-5 years of age (none 6-17),"Foreign born, not a US citizen",Female,Not married,13,Multiple races,10th grade,"Private, for profit","FT hours, usually PT for non-economic",WI,166,"$12,500 - $14,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Services
35,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born in Puerto Rico or other US island areas",Male,Not married,3,White,9th grade,Without pay,Unemployed FT,SC,166,"Less than $5,000","Manufacturing, durable goods",Personal care and personal services
28,Own children 6-13 and 14-17 years of age (none 0-5),"Native, born in US",Male,Married,8,Black,Master's degree,Government - Federal,"PT for economic reasons, usually FT",AZ,193,"$20,000 - $24,999",Hospital,Sales
53,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Foreign born, naturalized US citizen",Male,Not married,3,White,9th grade,"Self-employed, incorporated","PT for non-economic reasons, usually FT",AR,100,"$7,500 - $9,999","Medical, except hospital","Precision production, craft and repair"
61,All own children 0-2 years of age,"Foreign born, naturalized US citizen",Male,Married,3,Hispanic,"HS graduate, GED","Private, for profit","PT for non-economic reasons, usually FT",AZ,190,"$50,000 - $74,999","Manufacturing, nondurable goods",Office and admin
54,No own children under 18 years of age,"Native, born in Puerto Rico or other US island areas",Male,Not married,11,White,Doctorate,Government - State,"PT hrs, usually PT for economic reasons",MI,124,"$100,000 - $149,999","Agriculture, mining, forestry and fisheries",Technicians
46,No own children under 18 years of age,"Foreign born, not a US citizen",Male,Married,7,Hispanic,Less than 1st grade,Government - Local,"FT hours, usually PT for economic reasons",LA,188,"Less than $5,000",Wholesale trade,"Precision production, craft and repair"
20,All own children 6-13 years of age,"Native, born in Puerto Rico or other US island areas",Male,Married,5,White,Less than 1st grade,Government - State,"PT for economic reasons, usually FT",OR,145,"$50,000 - $74,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Precision production, craft and repair"
32,No own children under 18 years of age,"Native, born abroad with American parent(s)",Female,Not married,11,Native American,Bachelor's degree,"Private, for profit","PT hrs, usually PT for non-economic reasons",OK,0,"$10,000 - $12,499",Social Services,Services
68,All own children 14-17 years of age,"Native, born in US",Female,Married,8,Black,Associate degree-academic program,"Self-employed, unincorporated",Not in labor force,AL,93,"$35,000 - $39,999",Social Services,Office and admin
39,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born abroad with American parent(s)",Male,Married,9,Hispanic,10th grade,Government - Federal,"FT hours, usually PT for non-economic",NJ,13,"$5,000 - $7,499","Personal services, including private household",Agriculture
47,"Own children 0-2, 3-5, and 6-13 years of age (none 14-17)","Native, born in US",Female,Married,2,White,1st-4th grade,Without pay,"FT hours (35+), usually FT",PA,113,"$20,000 - $24,999","Personal services, including private household",Technicians
59,Own children 0-2 and 14-17 years of age (none 3-13),"Native, born abroad with American parent(s)",Male,Married,7,Black,Bachelor's degree,Government - Local,"PT for non-economic reasons, usually FT",IA,22,"$20,000 - $24,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.",Protective service
69,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Foreign born, naturalized US citizen",Female,Not married,7,Native American,Less than 1st grade,"Private, for profit","FT hours, usually PT for non-economic",AL,54,"$25,000 - $29,999",Transportation,Office and admin
79,All own children 3-5 years of age,"Native, born in Puerto Rico or other US island areas",Female,Married,9,Multiple races,Bachelor's degree,"Self-employed, incorporated","FT hours, usually PT for economic reasons",OK,92,"$50,000 - $74,999",Entertainment and recreation,Managers and professionals
44,All own children 14-17 years of age,"Foreign born, not a US citizen",Female,Not married,1,Multiple races,Associate degree-occupational/vocational,Government - Local,"PT hrs, usually PT for non-economic reasons",IN,71,"$40,000 - $49,999","Personal services, including private household","Operators, fabricators and laborers"
33,All own children 0-2 years of age,"Foreign born, naturalized US citizen",Female,Married,2,White,9th grade,"Private, for profit","PT hrs, usually PT for economic reasons",KY,90,"$5,000 - $7,499",Social Services,Personal care and personal services
67,All own children 6-13 years of age,"Foreign born, not a US citizen",Male,Married,12,Multiple races,11th grade,Without pay,Unemployed PT,LA,72,"$150,000+","Manufacturing, nondurable goods","Precision production, craft and repair"
48,No own children under 18 years of age,"Foreign born, not a US citizen",Male,Married,2,Multiple races,Professional school,"Self-employed, unincorporated","Not at work, usually part-time",ND,161,"$20,000 - $24,999","Personal services, including private household",Office and admin
30,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Foreign born, not a US citizen",Female,Married,9,Hispanic,Less than 1st grade,"Self-employed, incorporated","FT hours, usually PT for economic reasons",HI,184,"$5,000 - $7,499",Construction,"Precision production, craft and repair"
72,Own children 0-2 and 6-13 years of age (none 3-5 or 14-17),"Native, born abroad with American parent(s)",Male,Married,8,Multiple races,"HS graduate, GED",Government - Federal,"FT hours, usually PT for economic reasons",MT,66,"$20,000 - $24,999",Retail trade,Technicians
69,Own children from all age groups,"Foreign born, not a US citizen",Female,Not married,2,White,1st-4th grade,"Private, nonprofit",Unemployed FT,NY,195,"$7,500 - $9,999",Retail trade,Sales
47,All own children 14-17 years of age,"Foreign born, naturalized US citizen",Female,Not married,2,Native American,Less than 1st grade,Government - Local,Unemployed PT,CA,85,"$100,000 - $149,999",Hospital,"Operators, fabricators and laborers"
73,All own children 6-13 years of age,"Foreign born, not a US citizen",Male,Not married,11,White,"HS graduate, GED","Self-employed, incorporated","PT hrs, usually PT for non-economic reasons",OK,141,"$10,000 - $12,499","Medical, except hospital","Operators, fabricators and laborers"
61,All own children 14-17 years of age,"Foreign born, not a US citizen",Female,Married,2,Black,Some college but no degree,Government - Federal,"PT for non-economic reasons, usually FT",OR,59,"$20,000 - $24,999",Construction,Personal care and personal services
78,No own children under 18 years of age,"Native, born in US",Female,Not married,11,Black,Some college but no degree,"Private, for profit","Not at work, usually FT",WA,167,"$50,000 - $74,999",Transportation,Agriculture
80,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Native, born abroad with American parent(s)",Male,Married,0,Asian,7th-8th grade,Government - Local,"FT hours, usually PT for non-economic",WV,167,"$20,000 - $24,999","Finance, insurance and real estate. Business, auto, repair, and other professional services.","Precision production, craft and repair"
67,No own children under 18 years of age,"Foreign born, not a US citizen",Male,Married,10,Asian,Master's degree,Without pay,"Not at work, usually part-time",MI,62,"$50,000 - $74,999",Wholesale trade,"Operators, fabricators and laborers"
21,No own children under 18 years of age,"Foreign born, not a US citizen",Male,Married,6,Multiple races,"HS graduate, GED",Government - Local,Unemployed PT,TN,102,"$150,000+",Retail trade,Protective service
59,Own children 3-5 and 14-17 years of age (none 0-2 or 6-13),"Foreign born, not a US citizen",Female,Not married,10,Hispanic,10th grade,"Private, nonprofit","Not at work, usually part-time",NE,120,"$40,000 - $49,999",Communications and utilities,Sales
37,"Own children 0-2, 3-5, and 14-17 years of age (none 6-13)","Native, born in Puerto Rico or other US island areas",Male,Married,2,White,Master's degree,Government - State,"PT hrs, usually PT for non-economic reasons",MT,185,"$50,000 - $74,999",Retail trade,Services
